episode,condition,reward,duration,epsilon,loss,best_reward,terminated,done_reason,start_x,start_y,start_heading
1,separated,-4378.056484775301,656,0.8712815571211799,0.6096335053443909,-4378.056484775301,True,wall_collision,-29.975057263316188,78.446223533215,-3.1085097693055483
2,blocking,-1568.0896073804738,782,0.8382553186627009,0.4467000365257263,-1568.0896073804738,True,red_collision,48.18426275741494,62.38458003792971,-0.20147063316635405
3,separated,1079.8395412415618,325,0.8249049353753146,1.23121178150177,1079.8395412415618,True,wall_collision,-33.236158184884005,-51.477386592633835,-0.34509574789418096
4,blocking,-4579.136476901634,703,0.7967585966924453,0.6985102891921997,1079.8395412415618,True,wall_collision,0.6822388436929998,11.234443935643412,3.1133201005782967
5,separated,-5440.649705700572,893,0.7624025320554616,0.8495548963546753,1079.8395412415618,True,wall_collision,18.326884416174394,102.68163101319584,-1.7887682043279145
6,separated,605.4058335661897,267,0.7524247084142754,0.2334107905626297,1079.8395412415618,True,green_collision,-50.96819492132332,23.63331689733647,-2.8654968747988607
7,orbit,120.98916264857677,58,0.7502747956401268,0.30300092697143555,1079.8395412415618,True,green_collision,2.2333230407055424,-7.096734681689284,2.621142423154155
8,blocking,-103.39244935193364,1,0.7502377828256729,0.2933509349822998,1079.8395412415618,True,red_collision,19.383938173651572,2.9647057858979053,-0.019644784797481663
9,orbit,-90.75785008145664,36,0.7489065532826075,0.2116178423166275,1079.8395412415618,True,wall_collision,-73.23089616862413,-64.59554976308476,1.2065734004313065
10,blocking,-4753.138167655956,579,0.7278218817578209,0.7578670978546143,1079.8395412415618,True,wall_collision,-44.90899140195072,-27.397374773536598,-3.118129718794737
11,orbit,-1127.1200192484932,241,0.7192240341499719,0.30704787373542786,1079.8395412415618,True,wall_collision,-51.83083784078402,-48.80414604160506,2.3896974017403068
12,separated,-1474.7484518781512,447,0.7035487013405524,0.8381715416908264,1079.8395412415618,True,green_collision,1.4686214802634794,72.90155173683257,0.8778688504940382
13,blocking,-3287.4237875047634,399,0.6898495085532625,0.30631041526794434,1079.8395412415618,True,wall_collision,-61.27565924054315,8.640202489062645,0.04883440092628666
14,separated,-1814.404956376755,251,0.6813707129490024,0.34043794870376587,1079.8395412415618,True,wall_collision,55.70090650393209,-29.134547607026903,0.616908688475494
15,blocking,-1228.9302558300988,201,0.6746572290469326,1.4131407737731934,1079.8395412415618,True,wall_collision,-16.855229833390695,-37.1623672857766,-2.1978599227519755
16,blocking,-791.8936713687026,352,0.6630616026482391,0.4314311742782593,1079.8395412415618,True,wall_collision,47.450715572861355,-25.316303974434376,3.0080616731758987
17,orbit,-110.79210324365974,189,0.656919238882641,1.5104193687438965,1079.8395412415618,True,green_collision,15.758438074477695,28.979281965549774,1.1086695793727674
18,orbit,-369.34777229051906,126,0.6528564588723489,0.45857277512550354,1079.8395412415618,True,red_collision,-52.38179712474469,-12.534171890480621,-1.6363678884928008
19,blocking,-4050.838990659707,695,0.6309008843828595,0.9639349579811096,1079.8395412415618,True,wall_collision,-60.49438591023816,98.2438907202525,-1.7906824450910368
