episode,reward,duration,epsilon,loss,best_reward,terminated,done_reason,start_x,start_y,start_heading
1,-366.4968778011447,130,0.8976890055945871,4.0062971115112305,-366.4968778011447,True,red_collision,-41.218921501411224,-41.96508016864266,2.3471055195601043
2,-5110.040445783831,1211,0.8764474514623165,0.7568148374557495,-366.4968778011447,True,red_collision,-74.2102043151638,67.4579678603809,1.8665422699470895
3,101.74593794286365,59,0.8754256464531097,0.12123871594667435,101.74593794286365,True,green_collision,-4.809757073441887,-41.363190367944156,-1.3921929384957314
4,148.55420228164166,36,0.8748027642521644,0.844440221786499,148.55420228164166,True,green_collision,-36.76956185188131,-11.533975764644225,0.028577553857860316
5,-654.7129534431099,78,0.873454723684956,0.9401230216026306,148.55420228164166,True,wall_collision,8.024602811173864,104.05505952122246,1.838849070774832
6,-3230.960756177286,712,0.8612462589878923,0.13528713583946228,148.55420228164166,True,red_collision,18.326884416174394,102.68163101319584,-1.7887682043279145
7,-211.70790781870954,142,0.8588321492707685,0.8177185654640198,148.55420228164166,True,green_collision,-50.96819492132332,23.63331689733647,-2.8654968747988607
8,-395.0352052565869,108,0.8570006505590388,0.12866874039173126,148.55420228164166,True,red_collision,-69.64795818396058,3.1266522569877537,-0.21233380514734268
9,-166.25323141368852,11,0.8568143309118286,0.43968671560287476,148.55420228164166,True,red_collision,62.57516597892783,27.137513443112198,0.08870378968601944
10,-872.5425134595257,404,0.8499996395466913,0.7249413132667542,148.55420228164166,True,red_collision,-0.46898469097436646,-53.021866374260526,-3.0674886055886197
11,-361.5354066167677,252,0.8457766921299974,0.22993877530097961,148.55420228164166,True,green_collision,-46.1396784022034,40.32674538518623,-1.8811434329132743
12,-171.81017868740003,39,0.8451250404873154,0.17856302857398987,148.55420228164166,True,wall_collision,-19.56955340966899,-104.21580916906404,2.073751046558306
13,-1293.7308067613117,370,0.8389679246133893,0.27387601137161255,148.55420228164166,True,red_collision,-51.83083784078402,-48.80414604160506,2.3896974017403068
14,-308.8965629491215,48,0.8381724972719732,0.29291480779647827,148.55420228164166,True,red_collision,1.4686214802634794,72.90155173683257,0.8778688504940382
15,-2652.639010701245,516,0.8296697069619566,0.6531493663787842,148.55420228164166,True,wall_collision,36.26564210427857,-85.78592293676041,0.25851425395397554
16,-329.64802735569526,49,0.8288668241259809,0.36610856652259827,148.55420228164166,True,red_collision,1.165835445052494,77.98126910550494,-0.8717036259799791
17,-4095.424829251028,1000,0.8126521746232026,0.7929051518440247,148.55420228164166,True,wall_collision,14.727610081081963,-92.55715510744425,-0.7060302162553027
18,-586.8129246587175,165,0.8100077880845153,0.3097497522830963,148.55420228164166,True,red_collision,-26.544548061269005,-73.4580568952051,1.9876109260170667
19,-1006.7402207064795,348,0.8044590658319499,0.3977835774421692,148.55420228164166,True,green_collision,-18.083074267453128,100.53705572635653,0.5654344832924822
20,-66.35758650645192,98,0.8029034510633966,0.40187573432922363,148.55420228164166,True,green_collision,15.758438074477695,28.979281965549774,1.1086695793727674
21,-561.2630698812511,401,0.7965697972860741,1.1740899085998535,148.55420228164166,True,green_collision,-52.38179712474469,-12.534171890480621,-1.6363678884928008
22,-682.1533771541225,167,0.7939470366116702,0.4635414481163025,148.55420228164166,True,red_collision,-14.625255284402755,-84.69214027433343,2.9394503366364164
23,-226.1521650720759,690,0.7832028727464386,1.5820927619934082,148.55420228164166,True,green_collision,-42.749394396617994,36.07068414836985,-1.2539976116588045
24,-169.08341888897058,13,0.7830018661315168,1.1730138063430786,148.55420228164166,True,red_collision,56.11155392242566,34.0650950510753,-2.314626093510592
25,-1661.439922681336,311,0.7782087166722608,0.725058376789093,148.55420228164166,True,wall_collision,51.761148131182935,93.4391159404457,2.5378840289158164
26,-237.15362981261075,180,0.775448137316506,1.9957867860794067,148.55420228164166,True,green_collision,10.457872178891591,-74.45340971020535,-1.932308849836335
27,-106.29312378430727,1,0.7754328285068482,0.9077757596969604,148.55420228164166,True,red_collision,64.18585271167865,10.988562410125397,-2.0071478481610265
28,-154.33791624631698,10,0.775279757248783,1.1129143238067627,148.55420228164166,True,red_collision,57.608534129470485,29.730058096720967,0.4379020413683712
29,136.3571074642785,40,0.7746677782672154,1.1520949602127075,148.55420228164166,True,green_collision,-18.556824580511986,-18.699390747002738,-1.6368375512392184
30,-1091.9609840034586,374,0.7689694017826744,0.7911508083343506,148.55420228164166,True,green_collision,-69.29140699631414,79.00594970294691,-0.20275702757954228
31,83.72686053455844,56,0.7681198319006202,0.877038300037384,148.55420228164166,True,green_collision,7.145279882060294,-37.34570494615272,1.57912104376057
32,-428.72481147005954,126,0.766211775085561,1.4891716241836548,148.55420228164166,True,red_collision,-71.22046937973595,-26.841092761307166,-2.950896129846968
33,-1482.135410689328,310,0.7615377664791085,1.1959021091461182,148.55420228164166,True,red_collision,-56.5661846692486,98.10112943344723,0.9912399010279191
34,158.70163986409932,523,0.7537176519415754,1.2975668907165527,158.70163986409932,True,green_collision,-10.76696304157781,4.985422661200872,2.34242934163544
35,133.70100939451424,16,0.7534797003672364,0.8646432161331177,158.70163986409932,True,green_collision,-23.36839995059607,18.961106280840085,1.1541229557255104
36,153.07576672947522,521,0.7457728642372312,1.184460163116455,158.70163986409932,True,green_collision,-21.68793344647319,4.010682164157927,1.6665984613834457
37,-727.6535622935428,197,0.7428796225809922,1.485013723373413,158.70163986409932,True,red_collision,61.37689709858253,-73.27692160386874,2.72325435759274
38,-457.25007825713413,99,0.7414299565712373,1.2113581895828247,158.70163986409932,True,red_collision,-74.22317012768518,53.12527575552832,1.951097617734363
39,43.64953175293832,286,0.7372581200467551,1.5002384185791016,158.70163986409932,True,green_collision,-54.48539226861277,-17.030233308231118,1.9808136138945942
40,-276.6378147180957,148,0.7351086188426209,2.26521372795105,158.70163986409932,True,green_collision,-72.85932154730841,26.977009051921044,1.8411219432175825
41,105.1418454681477,2,0.7350796150779464,2.4300856590270996,158.70163986409932,True,green_collision,1.9505374233312693,47.42837831572831,-1.7189319539066663
42,-197.64016171044602,278,0.7310593590864795,1.8252251148223877,158.70163986409932,True,green_collision,-45.221827801099074,-28.743340384426162,-2.0143513371604422
43,-445.8240986185606,64,0.7301369935467279,1.5794520378112793,158.70163986409932,True,red_collision,-23.09078413312823,94.10605289627108,0.4607630538297447
44,-2.7945651138762884,289,0.7259866078933714,1.1348737478256226,158.70163986409932,True,green_collision,-23.98978988687402,-47.97982984015509,2.840247886278447
45,-693.8499434438326,238,0.7225866100543029,2.4216480255126953,158.70163986409932,True,green_collision,-8.328268552933011,100.88289768492379,0.0975318064567321
46,-315.7981776165822,48,0.7219028551635107,1.1732078790664673,158.70163986409932,True,red_collision,3.174919353933589,83.27350998036016,1.5253526751906588
47,77.91039036235499,66,0.72096376333166,1.1748343706130981,158.70163986409932,True,green_collision,12.09792957792338,-15.40360419438575,2.3762244016506386
48,-385.6943941571362,59,0.7201253208692687,2.1315152645111084,158.70163986409932,True,red_collision,-13.253077513966737,88.77951099537816,-2.709841362760041
49,260.6585847342882,548,0.7123848426562129,1.1252822875976562,260.6585847342882,True,green_collision,-10.50047071482554,4.098112174350376,2.833328244925953
50,-418.4148663783004,84,0.7112058267711985,2.659343957901001,260.6585847342882,True,red_collision,-37.35011300028628,64.26822092504284,1.1088012509715126
51,-87.99637985100239,93,0.7099027961275663,1.365149974822998,260.6585847342882,True,green_collision,32.56288564216844,27.220658396442758,2.9629033148489965
52,142.2264475937028,39,0.7093570848016715,1.270737648010254,260.6585847342882,True,green_collision,-25.09778111830127,-21.362132467332188,-1.8666605134277632
53,-552.651435640812,138,0.7074295205099591,1.444272756576538,260.6585847342882,True,red_collision,-67.39439170915942,-60.28927905517877,2.6104397956651653
54,-588.3911484088665,315,0.7030495260002741,1.9386307001113892,260.6585847342882,True,green_collision,51.025322573758444,-81.39479428655841,0.6520628470643466
55,372.7280085415244,791,0.6921717525531756,1.3992215394973755,372.7280085415244,True,green_collision,-3.120525766556284,19.883822802538504,1.0007543813269972
56,-444.49799573028184,68,0.6912446295562418,2.359109401702881,372.7280085415244,True,red_collision,-29.001076366669217,96.88367739465596,-0.21463338979770974
57,-12.307095404270683,100,0.6898835018785162,1.2974674701690674,372.7280085415244,True,green_collision,19.215128229736024,28.39749861893978,-1.9861814992939806
58,-126.21927788308841,149,0.6878604648651827,4.030778884887695,372.7280085415244,True,green_collision,-65.72018727654388,-18.581467065425272,1.6589499723299133
59,-210.51754804309869,21,0.687575823248863,1.3417613506317139,372.7280085415244,True,red_collision,47.28326824376576,48.29774229043363,-2.430304959183349
60,-525.603088116061,230,0.6844661322346708,1.5057064294815063,372.7280085415244,True,green_collision,62.003229229656824,63.4276813794296,2.3731048455809267
61,-337.1591869872234,51,0.6837785275178123,2.1112661361694336,372.7280085415244,True,red_collision,3.4956229462765975,87.2834413711538,-2.8484679975308835
62,-761.0370998851414,289,0.6798953209068357,1.5863475799560547,372.7280085415244,True,green_collision,-70.45667491025971,-100.75472959520916,-1.5534002101637105
