episode,condition,reward,duration,epsilon,loss,best_reward,terminated,done_reason,start_x,start_y,start_heading
1,separated,-6215.129156213878,1257,0.8779043065964335,0.6157647967338562,-6215.129156213878,True,wall_collision,-29.975057263316188,78.446223533215,-3.1085097693055483
2,blocking,-6335.391489829193,1068,0.8595624589072736,0.5269172787666321,-6215.129156213878,True,wall_collision,48.18426275741494,62.38458003792971,-0.20147063316635405
3,separated,903.2514326303765,304,0.8544127900142691,0.42267653346061707,903.2514326303765,True,wall_collision,-33.236158184884005,-51.477386592633835,-0.34509574789418096
4,blocking,-4447.731933863746,860,0.8400130825096024,0.28625786304473877,903.2514326303765,True,red_collision,0.6822388436929998,11.234443935643412,3.1133201005782967
5,separated,-6483.6517255868375,1108,0.8218222909713379,0.3567507863044739,903.2514326303765,True,green_collision,18.326884416174394,102.68163101319584,-1.7887682043279145
6,separated,443.47090750322985,324,0.8165786901409293,0.2960868179798126,903.2514326303765,True,green_collision,-50.96819492132332,23.63331689733647,-2.8654968747988607
7,orbit,-76.51237645737699,177,0.8137284494803054,0.38780051469802856,903.2514326303765,True,green_collision,2.2333230407055424,-7.096734681689284,2.621142423154155
8,blocking,-103.39244935193364,1,0.8137123750720605,0.5505709648132324,903.2514326303765,True,red_collision,19.383938173651572,2.9647057858979053,-0.019644784797481663
9,orbit,-66.7106917390343,50,0.8129090644192574,1.0777724981307983,903.2514326303765,True,wall_collision,-73.23089616862413,-64.59554976308476,1.2065734004313065
10,blocking,-7668.062177035722,903,0.7985386818595456,0.5266563296318054,903.2514326303765,True,wall_collision,-44.90899140195072,-27.397374773536598,-3.118129718794737
11,orbit,-1230.0381060370887,278,0.7941665725155137,0.550214946269989,903.2514326303765,True,wall_collision,-51.83083784078402,-48.80414604160506,2.3896974017403068
12,separated,-888.9074016582529,422,0.787576057737972,0.4438169300556183,903.2514326303765,True,wall_collision,1.4686214802634794,72.90155173683257,0.8778688504940382
13,blocking,-4495.6337437730135,556,0.778977309621358,0.9917863607406616,903.2514326303765,True,wall_collision,-61.27565924054315,8.640202489062645,0.04883440092628666
14,separated,-1782.4709840182918,463,0.7718894471845406,2.106234550476074,903.2514326303765,True,wall_collision,55.70090650393209,-29.134547607026903,0.616908688475494
15,blocking,-2406.55091918353,502,0.7642783487829179,0.6397759914398193,903.2514326303765,True,wall_collision,-16.855229833390695,-37.1623672857766,-2.1978599227519755
16,blocking,1.5196143319562974,134,0.7622595891543766,0.7151587009429932,903.2514326303765,True,wall_collision,47.450715572861355,-25.316303974434376,3.0080616731758987
17,orbit,-102.32552514856505,294,0.7578492817807975,0.8499839901924133,903.2514326303765,True,green_collision,15.758438074477695,28.979281965549774,1.1086695793727674
