episode,condition,reward,duration,epsilon,loss,best_reward,terminated,done_reason,start_x,start_y,start_heading
1,separated,-7077.9520545919195,1471,0.8741976141444359,0.40416890382766724,-7077.9520545919195,True,wall_collision,-29.975057263316188,78.446223533215,-3.1085097693055483
2,blocking,-1314.4135909352485,573,0.8643504415554505,0.2734938859939575,-1314.4135909352485,True,red_collision,48.18426275741494,62.38458003792971,-0.20147063316635405
3,separated,957.6200984521256,302,0.8592057175954521,0.15577580034732819,957.6200984521256,True,wall_collision,-33.236158184884005,-51.477386592633835,-0.34509574789418096
4,blocking,-13894.313954282567,2000,0.8259078851334806,0.7212805151939392,957.6200984521256,True,timeout,0.6822388436929998,11.234443935643412,3.1133201005782967
5,separated,-4501.25928218068,698,0.8145969451089659,0.15826137363910675,957.6200984521256,True,wall_collision,18.326884416174394,102.68163101319584,-1.7887682043279145
6,separated,937.6779942784385,484,0.8068460216729907,0.12805357575416565,957.6200984521256,True,wall_collision,-50.96819492132332,23.63331689733647,-2.8654968747988607
7,orbit,-53.36608682566283,172,0.8041095807353434,1.3684154748916626,957.6200984521256,True,green_collision,2.2333230407055424,-7.096734681689284,2.621142423154155
8,blocking,-103.32792682901317,1,0.8040936987025495,0.12584088742733002,957.6200984521256,True,red_collision,19.383938173651572,2.9647057858979053,-0.019644784797481663
9,orbit,-78.81378134120575,29,0.8036332578980431,0.20264647901058197,957.6200984521256,True,wall_collision,-73.23089616862413,-64.59554976308476,1.2065734004313065
10,blocking,-3238.1926497658874,462,0.7963338617389899,0.22545288503170013,957.6200984521256,True,wall_collision,-44.90899140195072,-27.397374773536598,-3.118129718794737
11,orbit,-483.4677305479759,130,0.7942920492049836,0.5563868284225464,957.6200984521256,True,wall_collision,-51.83083784078402,-48.80414604160506,2.3896974017403068
12,separated,-1543.111194534334,835,0.781303131319477,0.2934451103210449,957.6200984521256,True,wall_collision,1.4686214802634794,72.90155173683257,0.8778688504940382
13,blocking,-3016.880166243995,690,0.7707322549137439,0.2684677541255951,957.6200984521256,True,wall_collision,-61.27565924054315,8.640202489062645,0.04883440092628666
14,separated,-3065.4068824742108,443,0.7640219377366796,0.31010302901268005,957.6200984521256,True,wall_collision,55.70090650393209,-29.134547607026903,0.616908688475494
15,blocking,-1165.1364861290513,402,0.7579839067674033,0.4577294588088989,957.6200984521256,True,wall_collision,-16.855229833390695,-37.1623672857766,-2.1978599227519755
16,blocking,27.926367384691492,50,0.7572362967279566,0.7501003742218018,957.6200984521256,True,wall_collision,47.450715572861355,-25.316303974434376,3.0080616731758987
17,orbit,-425.11053671650666,210,0.7541044856886425,1.0138883590698242,957.6200984521256,True,red_collision,15.758438074477695,28.979281965549774,1.1086695793727674
18,orbit,-840.2152932339607,251,0.7503784413665481,0.3978327512741089,957.6200984521256,True,wall_collision,-52.38179712474469,-12.534171890480621,-1.6363678884928008
19,blocking,-3160.197498352562,684,0.7403190275571906,0.9576452970504761,957.6200984521256,True,wall_collision,-60.49438591023816,98.2438907202525,-1.7906824450910368
20,orbit,-537.5821350190191,175,0.7377673789506094,0.5745846629142761,957.6200984521256,True,red_collision,25.76477439169274,-41.91178288939524,2.350395274456
21,blocking,-2349.5271024379404,456,0.7311603144634631,0.5019499659538269,957.6200984521256,True,wall_collision,-55.257627628754136,72.4656073836561,2.7956918113945637
22,orbit,-111.91415773780054,2,0.7311314686278051,0.5129914879798889,957.6200984521256,True,red_collision,60.58751822938902,14.641021050448217,-2.227640809336115
23,orbit,-106.37687029932886,1,0.7311170461426578,0.4507051110267639,957.6200984521256,True,red_collision,64.18585271167865,10.988562410125397,-2.0071478481610265
24,blocking,-17.324141638460784,105,0.729604289296385,0.5344002842903137,957.6200984521256,True,wall_collision,57.608534129470485,29.730058096720967,0.4379020413683712
25,blocking,-844.4942255843954,321,0.7249992278234242,2.0877695083618164,957.6200984521256,True,wall_collision,-13.356707676430524,-54.707265336812576,-2.9024716690202785
26,orbit,-106.5119152086169,1,0.7249849279818665,0.9732468724250793,957.6200984521256,True,red_collision,56.432821216390636,-6.776654469039812,0.299300783804314
27,orbit,-208.56303030327865,27,0.7245989403467974,0.5279673337936401,957.6200984521256,True,wall_collision,37.69873797823918,-99.70865713163032,-0.8030836174594742
28,blocking,-2315.3220652427426,499,0.7175027120004188,1.0489100217819214,957.6200984521256,True,wall_collision,-70.44745584238325,-79.19265853694804,2.9351789289236114
29,blocking,-586.5955229592747,110,0.7159479169356897,0.6374963521957397,957.6200984521256,True,red_collision,-10.76696304157781,4.985422661200872,2.34242934163544
30,orbit,145.61896502567637,21,0.7156514810664669,0.4601171314716339,957.6200984521256,True,green_collision,-23.36839995059607,18.961106280840085,1.1541229557255104
31,separated,-892.2112841022803,355,0.7106590994776805,0.9411653876304626,957.6200984521256,True,wall_collision,2.8647729743985195,55.70195048848976,2.5709494536672475
32,orbit,-1126.4747406363967,231,0.7074295205099591,0.7550673484802246,957.6200984521256,True,wall_collision,-52.34065828847768,91.01807238455999,-3.1090528799904154
33,orbit,-1453.6436861431193,278,0.70356257245329,0.5809037089347839,957.6200984521256,True,wall_collision,46.57902454758677,-76.27954917605788,-0.5095433890481815
34,separated,-431.3891654638806,59,0.7027446512861898,0.555741548538208,957.6200984521256,True,wall_collision,47.28844169925685,-102.00305016623177,0.8071502233651477
35,orbit,-166.4704442627227,118,0.701111701547752,0.6175002455711365,957.6200984521256,True,green_collision,1.9505374233312693,47.42837831572831,-1.7189319539066663
36,separated,612.7442204370705,130,0.6993171450580978,1.267608404159546,957.6200984521256,True,wall_collision,-45.221827801099074,-28.743340384426162,-2.0143513371604422
37,orbit,-125.865242627899,4,0.6992620018922492,0.5720479488372803,957.6200984521256,True,red_collision,67.21860921162221,15.399870698335391,-1.0048819689302153
38,orbit,-1125.4495380428048,283,0.6953717986222041,0.548926591873169,957.6200984521256,True,wall_collision,-34.27130702868221,94.92829304857966,-0.3488536973735634
39,blocking,-114.16779947305056,3,0.6953306775479313,0.6140882968902588,957.6200984521256,True,red_collision,2.3284003659406523,4.444887095507028,2.4915375923136747
40,separated,-1837.138900451645,467,0.6889594887872847,0.6671178936958313,957.6200984521256,True,wall_collision,36.415112732255935,16.937101409092733,-0.4608747597703542
41,separated,-1703.9476515992524,292,0.6850059210271868,1.0447357892990112,957.6200984521256,True,wall_collision,-13.253077513966737,88.77951099537816,-2.709841362760041
42,separated,171.9371556317042,193,0.6824054203671632,0.7786297798156738,957.6200984521256,True,green_collision,-10.50047071482554,4.098112174350376,2.833328244925953
43,separated,-1479.1357301955609,372,0.6774212880028114,0.6944707632064819,957.6200984521256,True,wall_collision,45.90587208931632,37.05895199970462,1.3639909641749455
44,blocking,-1405.5370327390444,495,0.6708464165653737,0.5977581739425659,957.6200984521256,True,wall_collision,19.443327426030535,99.02774877693182,-1.0512933971021319
45,orbit,-5816.464458827237,1279,0.6541563413585788,0.6321321129798889,957.6200984521256,True,wall_collision,-44.563237167972574,-94.3521483928232,-1.8038510111426154
46,orbit,-598.7106333408949,217,0.6513667606059333,0.7586191892623901,957.6200984521256,True,green_collision,62.319659568586246,71.43545160326184,-2.435326550200994
47,separated,-10.222539547026566,166,0.649240953752722,0.9491472244262695,957.6200984521256,True,wall_collision,-3.120525766556284,19.883822802538504,1.0007543813269972
48,orbit,-1356.5411033330681,317,0.6452009863350442,0.7340348362922668,957.6200984521256,True,red_collision,-29.001076366669217,96.88367739465596,-0.21463338979770974
49,blocking,-388.0003880422924,155,0.6432349122667089,1.4109220504760742,957.6200984521256,True,wall_collision,20.283927584956984,-66.38322673296486,-2.752880767207142
50,orbit,-355.31192398464225,76,0.6422731263425417,0.6997551918029785,957.6200984521256,True,red_collision,-13.272476475303762,55.44631857207841,1.9805969086977342
51,separated,-304.4649817546793,60,0.6415148536455416,0.6417155265808105,957.6200984521256,True,wall_collision,-58.019257121216555,86.80452092151955,1.8977517891033342
52,separated,-1285.9098058665807,336,0.6372853010424304,1.8605990409851074,957.6200984521256,True,green_collision,56.653704997430026,4.8938721247872365,2.6115144589681165
53,blocking,-1836.4177903567197,331,0.6331463872695577,0.7719910144805908,957.6200984521256,True,wall_collision,-70.45667491025971,-100.75472959520916,-1.5534002101637105
54,blocking,-927.5455288207693,314,0.6292452902233073,1.6620604991912842,957.6200984521256,True,wall_collision,-37.71453401865257,-65.62429978524702,0.42132413284002057
55,blocking,-424.0554808986515,201,0.6267609210842779,0.9412501454353333,957.6200984521256,True,wall_collision,13.558180175227761,-70.13765786008443,1.1176134722036624
56,blocking,-1283.5509303198849,189,0.6244339655193025,0.6062197685241699,957.6200984521256,True,red_collision,-71.83869683341634,-39.78025861882908,2.7541795331579344
57,separated,-762.8550361040598,293,0.6208439116127178,0.6757616996765137,957.6200984521256,True,wall_collision,46.73811041201262,33.18547713846243,0.6958677089255043
58,orbit,-134.84476118861295,282,0.6174084490623335,0.6436327695846558,957.6200984521256,True,green_collision,-46.31209798726539,15.622897134139265,-2.8922355322336237
59,blocking,-141.33657837744335,314,0.6136058765770986,1.7816364765167236,957.6200984521256,True,wall_collision,69.01063755392641,74.34190498178751,-2.8229745511235587
60,separated,300.82280850681457,95,0.6124601142305149,0.46197932958602905,957.6200984521256,True,green_collision,-24.20098749296723,-38.21932844892072,-2.4333709073271734
61,blocking,9.73007413617897,82,0.6114728893888169,0.8334594964981079,957.6200984521256,True,wall_collision,44.61872630495,-39.11849087952879,2.279597654150461
62,orbit,-4860.893006717021,1330,0.5956846253603498,0.6834783554077148,957.6200984521256,True,red_collision,44.56903692691945,-77.8810322903918,1.6767255327035118
63,separated,113.9993096556237,95,0.5945728810636968,0.5765312910079956,957.6200984521256,True,wall_collision,-45.40761452523802,15.464647694689859,0.8717917478817432
64,separated,-206.33376647048354,200,0.5922392598932767,1.0193524360656738,957.6200984521256,True,wall_collision,16.400138623889973,-84.78840769811087,1.0127958194919398
65,blocking,-20.947908618014566,152,0.5904719402301608,0.729259192943573,957.6200984521256,True,green_collision,48.58282335030215,63.73766681736893,-1.0859341765310555
66,orbit,-382.8126967024117,47,0.5899265529785114,0.7876989841461182,957.6200984521256,True,red_collision,33.307099938983086,77.12741139019474,2.4689635807535257
67,blocking,-1701.5998053035844,577,0.5832726673196106,1.4946565628051758,957.6200984521256,True,wall_collision,-70.9946474870573,31.66956311866801,-1.792741850886102
68,blocking,-993.5862023418422,369,0.5790574881772435,0.6282588243484497,957.6200984521256,True,green_collision,9.556458640060384,93.4089512594366,-0.7582571637611784
69,blocking,-217.5084743408454,269,0.5760041796554518,0.9320147037506104,957.6200984521256,True,green_collision,-6.523492505719588,33.021221786854056,-2.5063691041943796
70,blocking,-582.3388785878552,244,0.5732488078341024,0.8248732089996338,957.6200984521256,True,green_collision,-17.91228547491859,-76.91855034391024,1.0206797128535188
71,separated,506.85698469607837,172,0.571314560747567,0.6050517559051514,957.6200984521256,True,green_collision,-18.47193278868263,-26.937969917372158,0.24832190681388333
72,separated,280.8989273422265,67,0.5705629029593565,0.6593672037124634,957.6200984521256,True,wall_collision,-42.74133305428596,-53.04398576047811,-1.06906963373009
73,separated,-146.3847803928187,73,0.569745078278326,0.799990177154541,957.6200984521256,True,wall_collision,-62.77028095461399,53.07374863707119,0.49671454051922526
74,orbit,-413.2064995696038,182,0.567711309897397,0.5694409608840942,957.6200984521256,True,green_collision,-30.045919066424823,-88.71521980628941,1.6536146869753319
75,separated,202.39433890332086,59,0.5670535986776541,0.5069383382797241,957.6200984521256,True,wall_collision,-55.01900364754826,-77.5563083804719,-2.6310064943583455
76,blocking,-24.321822737712058,111,0.5658183113648395,2.7397449016571045,957.6200984521256,True,wall_collision,60.95885481003856,-48.458697068588,-1.2163582043528622
77,separated,334.76332872622146,226,0.5633116818477978,0.6404039859771729,957.6200984521256,True,wall_collision,17.988518956770207,-65.69988882644904,-0.4095794095805916
78,separated,-717.4119714140708,296,0.5600457533777775,1.930588960647583,957.6200984521256,True,wall_collision,57.588369708322006,-26.171456425912623,1.3250078765996705
79,orbit,-204.00312843075318,107,0.558869914062356,1.058322548866272,957.6200984521256,True,green_collision,34.098716510781585,58.05944005370176,2.046853056358019
80,blocking,92.94424505194257,53,0.5582884201996443,0.7236412763595581,957.6200984521256,True,green_collision,26.130148565281687,-27.146113086486963,-2.738136757601518
81,blocking,-168.57457709783893,117,0.5570069252302374,0.9094427824020386,957.6200984521256,True,wall_collision,38.61898595733031,-64.9239772671678,-1.4687748231111042
82,orbit,-216.44032338107132,112,0.5557830010245954,2.5408313274383545,957.6200984521256,True,green_collision,5.4180063569058206,52.14962820856303,2.491827919728463
83,orbit,-507.95341666355125,95,0.5547469978373409,1.4806833267211914,957.6200984521256,True,red_collision,-47.359468070025514,62.90276399151,0.908056138350843
84,blocking,-582.5373675444978,259,0.5519325042203103,1.8148434162139893,957.6200984521256,True,wall_collision,33.14591877149661,104.32194465657588,2.759449063654282
85,separated,-501.03011075012387,270,0.5490139558701352,0.7451278567314148,957.6200984521256,True,wall_collision,41.567371357977294,-22.045964806648257,0.8873686727296315
86,separated,-251.10833414777625,105,0.5478832142570491,0.5309867858886719,957.6200984521256,True,wall_collision,-47.33315363301317,54.49383770896924,1.6191181970992838
87,blocking,-327.58230677962985,51,0.5473348530902449,0.823275625705719,957.6200984521256,True,red_collision,-8.280146335983147,-25.582130953927575,-0.504094098941902
88,separated,-95.78169565012035,24,0.5470769942518338,1.5517295598983765,957.6200984521256,True,wall_collision,-69.99911473331301,72.30722444641353,0.266217792119138
89,blocking,-267.7036223894199,36,0.5466904379929248,0.5963854789733887,957.6200984521256,True,red_collision,7.204315239905824,46.544445889129065,-0.7448033237218419
90,orbit,-551.779051418955,514,0.5412015216585558,2.8842201232910156,957.6200984521256,True,green_collision,49.59610101179878,88.08730272413129,-0.7072837356007189
91,separated,-2409.781814352402,295,0.5380766600871034,1.2070938348770142,957.6200984521256,True,wall_collision,39.05599439852733,103.51926033720727,-2.2117556916512813
92,blocking,-130.78751512837587,259,0.5353482955527076,0.6783084869384766,957.6200984521256,True,wall_collision,31.90135140921973,68.31791406300846,2.642531465413077
93,blocking,-1488.0755490570994,343,0.5317567393676861,0.3650973439216614,957.6200984521256,True,green_collision,-61.22851302725858,102.45303218777204,-2.4079900218815613
94,blocking,-385.9753396062714,249,0.5291648499668985,0.6301410794258118,957.6200984521256,True,green_collision,-48.478866129465594,15.740116104094,-0.33757646898433835
95,separated,-385.84545229816285,82,0.5283141174043318,4.669990062713623,957.6200984521256,True,wall_collision,-46.416412776282996,87.02982992758308,-1.776917186473983
96,separated,-299.63805717110245,211,0.5261314405162836,0.49279916286468506,957.6200984521256,True,wall_collision,40.36664852799596,-90.80325969244726,-0.16711646981317685
97,blocking,-404.83652695829875,69,0.525419670362735,0.5784054398536682,957.6200984521256,True,red_collision,-27.928394040434554,-39.4315584232439,1.3807201640711453
98,blocking,-510.59401320839265,223,0.5231260172813232,2.464003801345825,957.6200984521256,True,green_collision,-6.747377527140017,-93.07738389748748,3.1124491002643717
99,blocking,-18.75592725477486,64,0.5224696361527432,0.4842004179954529,957.6200984521256,True,wall_collision,62.44859024601047,-53.219138684535864,-0.6653248916930701
100,separated,220.63666474469446,72,0.5217322109502561,1.7686772346496582,957.6200984521256,True,wall_collision,-40.92307486299699,-78.76965974269021,-2.934097215344637
101,separated,223.5941463157064,53,0.5211900621962517,1.4882301092147827,957.6200984521256,True,wall_collision,-56.52995159004155,-67.9760820126933,2.264935499046887
102,orbit,-39.71162881937937,213,0.5190170243881111,1.585470199584961,957.6200984521256,True,green_collision,-2.363584704910295,-66.42226058574764,1.0672905064546638
103,separated,108.6255457191503,143,0.5175633154929775,0.815086305141449,957.6200984521256,True,wall_collision,4.040580007508581,-45.579897748907676,0.10154373591533661
104,blocking,-103.4807686771475,1,0.5175531643281795,0.620539665222168,957.6200984521256,True,red_collision,19.280038612372763,7.603696703666245,-0.655938739174577
105,separated,-398.52454819899236,262,0.5149005416879688,1.7579700946807861,957.6200984521256,True,green_collision,56.01561737185267,-67.33203462547667,-2.2851396765727587
106,separated,-492.88758480252824,98,0.51391190580592,2.310838222503662,957.6200984521256,True,wall_collision,-58.0212538826936,100.71531339414662,2.7745999858825936
107,blocking,-33.42276999497622,56,0.5133478404070045,0.6439313292503357,957.6200984521256,True,wall_collision,70.48613603732568,-61.35828990408516,0.0406900097623204
108,blocking,-451.99032218276204,225,0.5110878638860542,2.6636276245117188,957.6200984521256,True,green_collision,-0.3922433670727088,87.14073957515643,-2.8869423165821932
109,separated,180.78712296043355,164,0.5094469881997329,1.885263204574585,957.6200984521256,True,wall_collision,14.99620476985912,-91.05637411431141,-1.6553015475106152
110,blocking,-468.0639362488894,164,0.5078114857687068,0.7768251895904541,957.6200984521256,True,green_collision,-5.240481885368936,79.97997564253782,1.6396570322488255
111,separated,-970.6069552498135,247,0.5053583612353606,0.6260912418365479,957.6200984521256,True,green_collision,39.16046587939687,43.62136297045444,2.1971880725346704
112,separated,-710.6148370457885,229,0.5030948074358697,1.0013937950134277,957.6200984521256,True,wall_collision,27.22150361050332,49.49344245585624,-1.2463043459055885
113,blocking,266.636643278099,353,0.49962581803684897,2.2449538707733154,957.6200984521256,True,green_collision,38.478746873368266,-70.17416788858114,2.6355188432807717
114,blocking,38.676252104865625,79,0.49885282007355114,1.3700213432312012,957.6200984521256,True,green_collision,14.496425603418203,-35.8188362969167,2.7435098663585658
115,orbit,182.26473277626906,821,0.49089139891234906,0.4946317672729492,957.6200984521256,True,green_collision,2.169950654286964,-85.77364462459042,2.924368543274449
116,blocking,-103.41152630038346,131,0.4896331125221516,1.2199722528457642,957.6200984521256,True,green_collision,11.306409271744343,63.769985538011355,-1.3702218549780145
117,orbit,220.37804515230823,816,0.4818690273851654,0.4778188467025757,957.6200984521256,True,green_collision,30.426294838364697,30.17310865646391,2.8309696585853388
118,separated,168.98803417081805,100,0.4809262324396055,0.5644341111183167,957.6200984521256,True,wall_collision,-9.976299285713552,-17.831428945653315,1.207132653580774
119,blocking,-335.5860100747385,152,0.47949679054552874,1.121150255203247,957.6200984521256,True,green_collision,-24.73859699493085,35.62798148610523,-1.828171883847134
120,separated,-593.5254392075403,176,0.47784706705953806,0.739249587059021,957.6200984521256,True,wall_collision,7.754996047932451,56.526057392307905,-2.7312067121838934
121,separated,-184.01645653894087,33,0.4775383898699563,0.4373488128185272,957.6200984521256,True,wall_collision,-72.6851284574245,96.2535060890111,-0.19685344917927683
122,separated,-400.25047967155365,141,0.47622178889041555,0.4442322850227356,957.6200984521256,True,wall_collision,-13.639371557793176,46.29337668222095,0.14639111744483468
123,separated,34.00218955834663,37,0.47587691238668084,1.6987332105636597,957.6200984521256,True,wall_collision,-62.2863157899434,13.186292839203247,0.3651076851319406
124,separated,-781.6215308461597,113,0.47482521942536876,2.1371054649353027,957.6200984521256,True,wall_collision,64.817083756323,-96.68282860138731,-0.2964429255354677
125,blocking,-62.4360934534465,243,0.4725716494696539,3.9673614501953125,957.6200984521256,True,green_collision,7.612042690237729,-89.42616945834453,0.5857712702760098
126,orbit,69.87943786282592,273,0.47005289073225187,1.4374747276306152,957.6200984521256,True,green_collision,-41.67046721591035,-63.934672339261915,2.379385003009295
127,orbit,317.519050121664,1312,0.4581381084629316,0.9776839017868042,957.6200984521256,True,green_collision,-6.856387199029243,52.560245270232684,1.3026009874219948
128,blocking,-154.66278149044396,111,0.4571443453473407,1.0109654664993286,957.6200984521256,True,green_collision,8.018850888194777,64.479606854542,-0.21478331198464273
